movieId,directors,actor1,actor2,actor3,actor4,actor5
862,John Lasseter,Tom Hanks,Tim Allen,Don Rickles,Jim Varney,Wallace Shawn
8844,Joe Johnston,Robin Williams,Jonathan Hyde,Kirsten Dunst,Bradley Pierce,Bonnie Hunt
15602,Howard Deutch,Walter Matthau,Jack Lemmon,Ann-Margret,Sophia Loren,Daryl Hannah
31357,Forest Whitaker,Whitney Houston,Angela Bassett,Loretta Devine,Lela Rochon,Gregory Hines
11862,Charles Shyer,Steve Martin,Diane Keaton,Martin Short,Kimberly Williams-Paisley,George Newbern
949,Michael Mann,Al Pacino,Robert De Niro,Val Kilmer,Jon Voight,Tom Sizemore
11860,Sydney Pollack,Harrison Ford,Julia Ormond,Greg Kinnear,Angie Dickinson,Nancy Marchand
45325,Peter Hewitt,Jonathan Taylor Thomas,Brad Renfro,Rachael Leigh Cook,Michael McShane,Amy Wright
9091,Peter Hyams,Jean-Claude Van Damme,Powers Boothe,Dorian Harewood,Raymond J. Barry,Ross Malinger
710,Martin Campbell,Pierce Brosnan,Sean Bean,Izabella Scorupco,Famke Janssen,Joe Don Baker
9087,Rob Reiner,Michael Douglas,Annette Bening,Michael J. Fox,Martin Sheen,Anna Deavere Smith
12110,Mel Brooks,Leslie Nielsen,Mel Brooks,Amy Yasbeck,Peter MacNicol,Lysette Anthony
21032,Simon Wells,Kevin Bacon,Bob Hoskins,Bridget Fonda,Jim Cummings,Phil Collins
10858,Oliver Stone,Anthony Hopkins,Joan Allen,Powers Boothe,Ed Harris,Bob Hoskins
1408,Renny Harlin,Geena Davis,Matthew Modine,Frank Langella,Maury Chaykin,Patrick Malahide
524,Martin Scorsese,Robert De Niro,Sharon Stone,Joe Pesci,James Woods,Don Rickles
4584,Ang Lee,Kate Winslet,Emma Thompson,Hugh Grant,Tom Wilkinson,Alan Rickman
5,Quentin Tarantino,Tim Roth,Antonio Banderas,Jennifer Beals,Madonna,Marisa Tomei
9273,Steve Oedekerk,Jim Carrey,Ian McNeice,Simon Callow,Maynard Eziashi,Bob Gunton
11517,Joseph Ruben,Wesley Snipes,Woody Harrelson,Jennifer Lopez,Robert Blake,Chris Cooper
8012,Barry Sonnenfeld,John Travolta,Gene Hackman,Rene Russo,Danny DeVito,Dennis Farina
1710,Jon Amiel,Sigourney Weaver,Holly Hunter,Will Patton,William McNamara,Harry Connick Jr.
9691,Richard Donner,Sylvester Stallone,Antonio Banderas,Julianne Moore,Anatoli Davydov,Muse Watson
12665,Victor Salva,Mary Steenburgen,Sean Patrick Flanery,Lance Henriksen,Jeff Goldblum,Brandon Smith
451,Mike Figgis,Nicolas Cage,Elisabeth Shue,Julian Sands,Richard Lewis,Steven Weber
16420,Oliver Parker,Laurence Fishburne,Irène Jacob,Kenneth Branagh,Nathaniel Parker,Indra Ové
9263,Lesli Linka Glatter,Christina Ricci,Rosie O'Donnell,Thora Birch,Melanie Griffith,Gaby Hoffmann
17015,Roger Michell,Amanda Root,Ciarán Hinds,Susan Fleetwood,Fiona Shaw,John Woodvine
902,Marc Caro,Ron Perlman,Dominique Pinon,Judith Vittet,Daniel Emilfork,Jean-Claude Dreyfus
37557,Zhang Yimou,Gong Li,Li Bao-Tian,Wang Xiaoxiao,Li Xuejian,Chun Sung
9909,John N. Smith,Michelle Pfeiffer,George Dzundza,Courtney B. Vance,Robin Bartlett,John Neville
63,Terry Gilliam,Bruce Willis,Madeleine Stowe,Brad Pitt,Christopher Plummer,David Morse
78802,Jean-Jacques Annaud,Craig Sheffer,Elizabeth McGovern,Tom Hulce,Ken Pogue,Ron Sauvé
9598,Chris Noonan,Christine Cavanaugh,Miriam Margolyes,Danny Mann,Hugo Weaving,Miriam Flynn
47018,Christopher Hampton,Emma Thompson,Jonathan Pryce,Steven Waddington,Samuel West,Rufus Sewell
687,Tim Robbins,Susan Sarandon,Sean Penn,Robert Prosky,Raymond J. Barry,R. Lee Ermey
139405,Stephen Low,Peter Reznick,John McDonough,Avi Hoffman,Matt Malloy,Abby Lewis
33689,Andy Tennant,Kirstie Alley,Steve Guttenberg,Ashley Olsen,Mary-Kate Olsen,Jane Sibbett
9603,Amy Heckerling,Alicia Silverstone,Stacey Dash,Brittany Murphy,Paul Rudd,Donald Faison
34615,Darrell James Roodt,James Earl Jones,Charles S. Dutton,Jack Robinson,Tsholofelo Wechoemang,Ramalao Makhene
31174,Richard Loncraine,Ian McKellen,Annette Bening,Jim Broadbent,Kristin Scott Thomas,Adrian Dunbar
11443,Allen Hughes,Larenz Tate,Keith David,Chris Tucker,Freddy Rodríguez,Rose Jackson
35196,Michael Hoffman,Robert Downey Jr.,Meg Ryan,Sam Neill,David Thewlis,Hugh Grant
9312,Paul W.S. Anderson,Christopher Lambert,Robin Shou,Linden Ashby,Cary-Hiroyuki Tagawa,Bridgette Wilson
577,Gus Van Sant,Nicole Kidman,Matt Dillon,Joaquin Phoenix,Casey Affleck,Illeana Douglas
11861,Jocelyn Moorhouse,Winona Ryder,Anne Bancroft,Ellen Burstyn,Kate Nelligan,Jean Simmons
807,David Fincher,Brad Pitt,Morgan Freeman,Gwyneth Paltrow,John C. McGinley,Kevin Spacey
10530,Eric Goldberg,Irene Bedard,Mel Gibson,David Ogden Stiers,John Kassir,Russell Means
8391,Patricia Rozema,Pascale Bussières,Rachael Crawford,Henry Czerny,Don McKellar,
629,Bryan Singer,Stephen Baldwin,Gabriel Byrne,Chazz Palminteri,Kevin Pollak,Pete Postlethwaite
117164,Richard W. Munchkin,Cynthia Rothrock,Marshall R. Teague,Daniel McVicar,Lydie Denier,John O'Leary
11448,Woody Allen,Woody Allen,Mira Sorvino,Helena Bonham Carter,F. Murray Abraham,Donald Symington
49133,Gianni Amelio,Enrico Lo Verso,Michele Placido,Piro Milkani,Carmelo Di Mazzarelli,Marjeta Ljarja
26441,Holly Goldberg Sloan,Steve Guttenberg,Olivia d'Abo,Jay O. Sanders,John Terry,Bug Hall
97406,Ulu Grosbard,Jennifer Jason Leigh,Mare Winningham,Ted Levine,Max Perlich,John Doe
124057,Robert Tinnell,Johnny Morina,Malcolm McDowell,Maggie Castle,James Rae,Michael Ironside
9089,Jodie Foster,Holly Hunter,Robert Downey Jr.,Anne Bancroft,Charles Durning,Claire Danes
11010,Michael Radford,Philippe Noiret,Massimo Troisi,Maria Grazia Cucinotta,Renato Scarpa,Linda Moretti
99040,Robert Lepage,Lothaire Bluteau,Patrick Goyette,Jean-Louis Millette,Kristin Scott Thomas,Ron Burrage
11359,Frank Oz,Hal Scardino,Litefoot,Lindsay Crouse,Richard Jenkins,Rishi Bhat
17182,John Schlesinger,Sally Field,Kiefer Sutherland,Ed Harris,Beverly D'Angelo,Charlayne Woodard
2054,Stephen Herek,Richard Dreyfuss,Glenne Headly,Jay Thomas,Olympia Dukakis,William H. Macy
10607,Paris Barclay,Shawn Wayans,Marlon Wayans,Tracey Cherelle Jones,Chris Spencer,Vivica A. Fox
19760,Bill Bennett,Sandra Bullock,Denis Leary,Yaphet Kotto,Stephen Dillane,Tracey Cherelle Jones
9536,Jason Bloom,Pauly Shore,Stephen Baldwin,Joey Lauren Adams,Teresa Hill,William Atherton
11525,Farhad Mann,Patrick Bergin,Matt Frewer,Austin O'Brien,Ely Pouget,Camille Cooper
40628,James Foley,Jerry Barone,Al Pacino,Mary Elizabeth Mastrantonio,Joe Grifasi,Geoff Pierson
4482,Josiane Balasko,Victoria Abril,Josiane Balasko,Alain Chabat,Ticky Holgado,Catherine Hiegel
10634,F. Gary Gray,Ice Cube,Chris Tucker,Nia Long,Tom Lister Jr.,John Witherspoon
755,Robert Rodriguez,George Clooney,Quentin Tarantino,Harvey Keitel,Juliette Lewis,Ernest Liu
11859,Andrew Sipes,William Baldwin,Cindy Crawford,Steven Berkoff,Christopher McDonald,Miguel Sandoval
28387,Noah Baumbach,Josh Hamilton,Olivia d'Abo,Carlos Jacott,Eric Stoltz,Chris Eigeman
48750,Claude Lelouch,Jean-Paul Belmondo,Michel Boujenah,Alessandra Martines,Salomé Lelouch,Annie Girardot
20927,Michael Goldenberg,Christian Slater,Mary Stuart Masterson,Pamela Adlon,Josh Brolin,Brian Tarantina
36929,Steve Miner,Rick Moranis,Tom Arnold,Julianne Phillips,Carol Kane,Jeffrey Tambor
9102,Christian Duguay,Peter Weller,Roy Dupuis,Jennifer Rubin,Andrew Lauer,Liliana Komorowska
124626,Susanne Ofteringer,Nico,Tina Aumont,Jackson Browne,John Cale,Paul Morrissey
27526,Sean Penn,Jack Nicholson,David Morse,Anjelica Huston,Robin Wright,Piper Laurie
9623,Brian Gibson,Demi Moore,Alec Baldwin,Joseph Gordon-Levitt,Anne Heche,James Gandolfini
46785,Jafar Panahi,Aida Mohammadkhani,Mohsen Kafili,Fereshteh Sadre Orafaiy,Anna Borkowska,Mohammad Shahani
400,Gary Fleder,Andy García,Christopher Lloyd,William Forsythe,Bill Nunn,Treat Williams
880,Marleen Gorris,Willeke van Ammelrooy,Els Dottermans,Dora van der Groen,Veerle van Overloop,Esther Vriesendorp
146599,Tim Reid,"Al Freeman, Jr.",Phylicia Rashād,Paula Kelly,Salli Richardson-Whitfield,Anna Maria Horsford
188588,Henry Jaglom,Victoria Foyt,Viveca Lindfors,Jon Robin Baitz,Savannah Smith Boucher,Roscoe Lee Browne
8447,Philip Haas,Mark Rylance,Kristin Scott Thomas,Patsy Kensit,Jeremy Kemp,Douglas Henshall
10534,Ridley Scott,Jeff Bridges,Caroline Goodall,John Savage,Scott Wolf,Jeremy Sisto
17414,Ken Kwapis,Jason Alexander,Faye Dunaway,Eric Lloyd,Rupert Everett,Graham Sack
13997,Penelope Spheeris,Chris Farley,David Spade,Grant Heslov,Tim Matheson,Gary Busey
2086,John Badham,Johnny Depp,Courtney Chase,Charles S. Dutton,Christopher Walken,Roma Maffia
61548,John Duigan,Jason Patric,Thandie Newton,Larry Drake,Sam Waterston,Eric Mabius
9095,Stephen Frears,Julia Roberts,John Malkovich,George Cole,Michael Gambon,Glenn Close
12158,Wes Craven,Eddie Murphy,Angela Bassett,Allen Payne,Kadeem Hardison,John Witherspoon
9283,Ted Demme,Matt Dillon,Noah Emmerich,Annabeth Gish,Lauren Holly,Timothy Hutton
9208,John Woo,John Travolta,Christian Slater,Samantha Mathis,Delroy Lindo,Bob Gunton
40154,Kenneth Branagh,Richard Briers,Joan Collins,Michael Maloney,Nicholas Farrell,Jennifer Saunders
406,Mathieu Kassovitz,Vincent Cassel,Hubert Koundé,Saïd Taghmaoui,Abdel Ahmed Ghili,Souleymane Dicko
45549,Paul W.S. Anderson,Sadie Frost,Jude Law,Sean Pertwee,Fraser James,Sean Bean
63076,Nick Broomfield,Nick Broomfield,Heidi Fleiss,Madam Alex,Ivan Nagy,Corinne Bohrer
11062,Harold Becker,Al Pacino,John Cusack,Bridget Fonda,Danny Aiello,Martin Landau
13685,Wes Anderson,Luke Wilson,Owen Wilson,Lumi Cavazos,Andrew Wilson,Robert Musgrave
47475,Nick Castle,Ellen DeGeneres,Bill Pullman,Joan Cusack,Dean Stockwell,Joan Plowright
2045,John Dahl,Ray Liotta,Linda Fiorentino,Peter Coyote,Christopher McDonald,David Paymer
9614,Dennis Dugan,Adam Sandler,Ben Stiller,Christopher McDonald,Julie Bowen,Frances Bay
688,Clint Eastwood,Meryl Streep,Clint Eastwood,Annie Corley,Victor Slezak,Jim Haynie
11907,Doris Dörrie,Maria Schrader,Pierre Sanoussi-Bliss,Michael von Au,Elisabeth Trissenaar,Joachim Król
10874,Brian Henson,Tim Curry,Kevin Bishop,Jennifer Saunders,Billy Connolly,Dave Goelz
89333,Robert Leacock,Christy Turlington,Azzedine Alaïa,Giorgio Armani,Nadja Auermann,Sandra Bernhard
96357,James Bruce,Raymond J. Barry,Rustam Branaman,Jennifer MacDonald,Taylor Nichols,David Selby
197,Mel Gibson,Mel Gibson,Catherine McCormack,Sophie Marceau,Patrick McGoohan,Angus Macfadyen
103,Martin Scorsese,Robert De Niro,Cybill Shepherd,Harvey Keitel,Jodie Foster,Peter Boyle
33542,Stanley Tong,Jackie Chan,Anita Mui,Françoise Yip,Bill Tung,Marc Akerstream
43566,Barbet Schroeder,Meryl Streep,Liam Neeson,Edward Furlong,Alfred Molina,Daniel von Bargen
71754,Mort Ransen,Helena Bonham Carter,Clive Russell,Craig Olejnik,Kate Nelligan,Kenneth Welsh
43612,Étienne Chatiliez,Michel Serrault,Eddy Mitchell,Sabine Azéma,Carmen Maura,François Morel
51352,Jon Blair,Kenneth Branagh,Glenn Close,,,
16934,Benjamin Ross,Tobias Arnold,Ruth Sheen,Roger Lloyd Pack,Hugh O'Conor,Norman Caro
10324,Eric Schaeffer,Sarah Jessica Parker,Elle Macpherson,Scarlett Johansson,Eric Schaeffer,Dominic Chianese
78406,Andrew Davis,Andy García,Alan Arkin,Rachel Ticotin,Joe Pantoliano,Ally Walker
55731,Charles T. Kanganis,Halle Berry,Jim Belushi,Casey Affleck,Eliza Dushku,Kevin Tighe
32119,John N. Smith,Henry Czerny,Johnny Morina,Brian Dooley,Philip Dinn,Brian Dodd
11066,Reginald Hudlin,Eddie Murphy,Robin Givens,Halle Berry,David Alan Grier,Grace Jones
11104,Wong Kar-wai,Brigitte Lin,Tony Leung Chiu-Wai,Faye Wong,Takeshi Kaneshiro,Valerie Chow
37975,Giuseppe Tornatore,Sergio Castellitto,Tiziana Lodato,Franco Scaldati,Leopoldo Trieste,Clelia Rondinella
2074,David O. Russell,Ben Stiller,Patricia Arquette,Téa Leoni,Mary Tyler Moore,Alan Alda
27793,Peter MacDonald,Jason James Richter,Melody Kay,Kevin McNulty,Tracey Ellis,Jack Black
44284,Moufida Tlatli,Amel Hedhili,Najia Ouerghi,Fatima Ben Saïdane,Zahira Ben Ammar,Sabah Bouzouita
290157,Michel Negroponte,Maggie Cogan,,,,
110972,Bryan Gordon,Josh Charles,Anne Heche,John Goodman,Christine Lahti,Christine Ebersole
32622,Rebecca Miller,Miranda Rhyne,Charlotte Eve Blythe,Anna Levine,John Ventimiglia,Io Tillett Wright
73067,Michael Lindsay-Hogg,Matt Dillon,Corban Walker,Gabriel Byrne,Anne Parillaud,Niall Toibin
11863,William Friedkin,David Caruso,Linda Fiorentino,Chazz Palminteri,Michael Biehn,Richard Crenna
55475,Ángel Muñiz,Luisito Marti,Alfonso Zayas,Caridad Ravelo,Raúl Carbonell hijo,Rafael Villalona
124636,Craig Baldwin,Lloyd Dunn,Chris Grigg,Mark Hosler,Don Joyce,Doug Kahn
9101,David S. Ward,Kelsey Grammer,Lauren Holly,Rob Schneider,Harry Dean Stanton,Bruce Dern
123360,Mark Rappaport,Jean Seberg,Mary Beth Hurt,,,
5757,Dirk Shafer,Dirk Shafer,Mary Stein,Claudette Sutherland,Cal Bartlett,Vivian Paxton
39428,Terence Davies,Jacob Tierney,Drake Bell,Gena Rowlands,Diana Scarwid,Denis Leary
9302,Jon Avnet,Robert Redford,Michelle Pfeiffer,Stockard Channing,Joe Mantegna,Kate Nelligan
11000,Mike Nichols,Robin Williams,Gene Hackman,Nathan Lane,Dianne Wiest,Grant Heslov
249882,Jakov Sedlar,Martin Sheen,Michael York,Morgan Fairchild,Paul Guilfoyle,George Coe
16388,Edward Burns,Shari Albert,Maxine Bahns,Catharine Bolz,Connie Britton,Edward Burns
9737,Michael Bay,Will Smith,Martin Lawrence,Téa Leoni,Tchéky Karyo,Joe Pantoliano
30765,Christopher Cain,Stephen Lang,Ryan Slater,Yi Ding,Brian Wagner,Isabella Hofmann
10474,Scott Kalvert,Leonardo DiCaprio,Lorraine Bracco,James Madio,Mark Wahlberg,Bruno Kirby
22279,Mike Newell,Alan Rickman,Hugh Grant,Georgina Cates,Rita Tushingham,Alun Armstrong
30157,Hal Hartley,Isabelle Huppert,Martin Donovan,Elina Löwensohn,Damian Young,Chuck Montgomery
568,Ron Howard,Tom Hanks,Bill Paxton,Kevin Bacon,Gary Sinise,Ed Harris
11780,Michael Caton-Jones,Liam Neeson,Jessica Lange,John Hurt,Tim Roth,Eric Stoltz
34996,Abel Ferrara,Lili Taylor,Christopher Walken,Annabella Sciorra,Edie Falco,Michael Imperioli
414,Joel Schumacher,Val Kilmer,Tommy Lee Jones,Jim Carrey,Nicole Kidman,Chris O'Donnell
649,Luis Buñuel,Catherine Deneuve,Michel Piccoli,Jean Sorel,Geneviève Page,Pierre Clémenti
1873,John Boorman,Patricia Arquette,Frances McDormand,U Aung Ko,Spalding Gray,Tiara Jacquelina
5894,Wayne Wang,Harvey Keitel,Lou Reed,Michael J. Fox,Roseanne Barr,Lily Tomlin
1775,Michael Moore,John Candy,Alan Alda,Rhea Perlman,Kevin Pollak,Rip Torn
8839,Brad Silberling,Christina Ricci,Bill Pullman,Cathy Moriarty,Eric Idle,Joe Nipote
20649,Spike Lee,Harvey Keitel,John Turturro,Delroy Lindo,Mekhi Phifer,Isaiah Washington
10329,Frank Marshall,Laura Linney,Dylan Walsh,Ernie Hudson,Tim Curry,Grant Heslov
8963,Tony Scott,Denzel Washington,Gene Hackman,Matt Craven,George Dzundza,Viggo Mortensen
26564,Terry Zwigoff,Robert Crumb,Aline Kominsky,Charles Crumb,Maxon Crumb,Martin Muller
8068,Robert Rodriguez,Antonio Banderas,Salma Hayek,Joaquim de Almeida,Cheech Marin,Steve Buscemi
8512,Carl Franklin,Denzel Washington,Tom Sizemore,Jennifer Beals,Don Cheadle,Maury Chaykin
1572,John McTiernan,Bruce Willis,Jeremy Irons,Samuel L. Jackson,Graham Greene,Colleen Camp
13552,Gregg Araki,Rose McGowan,James Duval,Johnathon Schaech,Cress Williams,Dustin Nguyen
259209,Christopher Menaul,Embeth Davidtz,Tom Bell,Gemma Jones,James Purefoy,Ben Chaplin
6520,Jerry Zucker,Sean Connery,Richard Gere,Julia Ormond,Ben Cross,Liam Cunningham
9073,Dwight H. Little,Jason James Richter,Michael Madsen,Jayne Atkinson,August Schellenberg,Mary Kate Schellhardt
10428,Iain Softley,Jonny Lee Miller,Angelina Jolie,Jesse Bradford,Matthew Lillard,Renoly Santiago
17447,Christopher Ashley,Steven Weber,Patrick Stewart,Michael T. Weiss,Sigourney Weaver,Christine Baranski
9886,Robert Longo,Keanu Reeves,Dina Meyer,Takeshi Kitano,Ice-T,Dolph Lundgren
9482,Danny Cannon,Sylvester Stallone,Diane Lane,Armand Assante,Rob Schneider,Jürgen Prochnow
19326,John Fortenberry,Pauly Shore,Tia Carrere,Stanley Tucci,Brian Doyle-Murray,Abe Vigoda
9344,Larry Clark,Leo Fitzpatrick,Rosario Dawson,Chloë Sevigny,Justin Pierce,Sajan Bhagat
9071,Tom DiCillo,Steve Buscemi,Catherine Keener,Dermot Mulroney,James Le Gros,Peter Dinklage
8973,Clive Barker,Scott Bakula,Kevin J. O'Connor,Famke Janssen,Joel Swetow,Daniel von Bargen
15730,Denys Arcand,Thomas Gibson,Ruth Marshall,Cameron Bancroft,Mia Kirshner,Joanne Vannicola
47608,Antonia Bird,Chris O'Donnell,Drew Barrymore,Matthew Lillard,Richard Chaim,Robert Nadir
2293,Kevin Smith,Jason Lee,Jeremy London,Shannen Doherty,Claire Forlani,Ben Affleck
9070,Bryan Spicer,Amy Jo Johnson,Jason David Frank,David Yost,Johnny Yong Bosch,Steve Cardenas
68274,David Anspaugh,Elizabeth Perkins,Gwyneth Paltrow,Kathleen Turner,Whoopi Goldberg,Jon Bon Jovi
48787,Anthony Waller,Marina Zudina,Fay Ripley,Evan Richards,Igor Volkov,Sergei Karlenkov
34574,Michael Almereyda,Elina Löwensohn,Peter Fonda,David Lynch,Suzy Amis,Jared Harris
1642,Irwin Winkler,Sandra Bullock,Jeremy Northam,Dennis Miller,Wendy Gazelle,Ken Howard
11472,Chris Columbus,Hugh Grant,Julianne Moore,Tom Arnold,Joan Cusack,Jeff Goldblum
36196,Daisy von Scherler Mayer,Parker Posey,Liev Schreiber,Anthony DeSando,Guillermo Díaz,Donna Mitchell
11980,Gregory Widen,Christopher Walken,Elias Koteas,Virginia Madsen,Eric Stoltz,Adam Goldberg
58372,Norman René,Mia Farrow,Tony Goldwyn,Scott Glenn,Mary-Louise Parker,
32646,Todd Haynes,Julianne Moore,Xander Berkeley,Dean Norris,Peter Friedman,Kate McGregor-Stewart
10533,Roland Joffé,Demi Moore,Gary Oldman,Robert Duvall,Robert Prosky,Edward Hardwicke
10802,Paul Verhoeven,Elizabeth Berkley,Kyle MacLachlan,Gina Gershon,Glenn Plummer,Robert Davi
10149,Paul Auster,Harvey Keitel,William Hurt,Giancarlo Esposito,José Zúñiga,Stephen Gevedon
18402,Lasse Hallström,Julia Roberts,Dennis Quaid,Robert Duvall,Gena Rowlands,Kyra Sedgwick
9348,Roger Donaldson,Natasha Henstridge,Ben Kingsley,Michael Madsen,Alfred Molina,Forest Whitaker
139408,James Keach,Robert Duvall,Aidan Quinn,Frances Fisher,Brian Dennehy,Lexi Randall
281,Kathryn Bigelow,Ralph Fiennes,Angela Bassett,Tom Sizemore,Juliette Lewis,Vincent D'Onofrio
5967,Jacques Demy,Catherine Deneuve,Nino Castelnuovo,Anne Vernon,Mireille Perrey,Marc Michel
79593,Wesley Strick,Daryl Hannah,Keith Carradine,Moira Kelly,Vincent Spano,Julia Devin
47939,Martha Coolidge,Patrick Swayze,Mary Elizabeth Mastrantonio,Joseph Mazzello,David Marshall Grant,Jay O. Sanders
36834,Agnieszka Holland,Leonardo DiCaprio,David Thewlis,Romane Bohringer,Dominique Blanc,Nita Klein
9090,Beeban Kidron,Patrick Swayze,Wesley Snipes,John Leguizamo,Stockard Channing,Jason London
3512,Geoff Murphy,Steven Seagal,Eric Bogosian,Everett McGill,Katherine Heigl,Моррис Честнат
52856,Diane Keaton,Andie MacDowell,John Turturro,Michael Richards,Nathan Watt,Maury Chaykin
77350,Douglas Keeve,Sandra Bernhard,Isaac Mizrahi,Naomi Campbell,John Galliano,Kate Moss
9560,Alfonso Aráu,Keanu Reeves,Aitana Sánchez-Gijón,Anthony Quinn,Angélica Aragón,Evangelina Elizondo
9804,Kevin Reynolds,Kevin Costner,Chaim Girafi,Rick Aviles,R. D. Call,Zitto Kazann
31611,Desmond Nakano,John Travolta,Harry Belafonte,Kelly Lynch,Margaret Avery,Tom Bower
65796,Walter Hill,Jeff Bridges,Ellen Barkin,John Hurt,Diane Lane,Keith Carradine
49805,Mike Figgis,Albert Finney,Greta Scacchi,Matthew Modine,Julian Sands,Michael Gambon
26258,Greg Beeman,Daniel Stern,Jon Polito,Brad Sullivan,Ann Dowd,Anthony Heald
50797,Nikita Mikhalkov,Nikita Mikhalkov,Oleg Menshikov,Ingeborga Dapkunaite,Vyacheslav Tikhonov,Nadezhda Mikhalkova
19155,Milčo Mančevski,Katrin Cartlidge,Rade Serbedzija,Grégoire Colin,Labina Mitevska,Phyllida Law
76,Richard Linklater,Ethan Hawke,Julie Delpy,Andrea Eckert,Hanno Pöschl,Karl Bruckschwaiger
11017,Tamra Davis,Adam Sandler,Darren McGavin,Bridgette Wilson,Bradley Whitford,Josh Mostel
37141,Guy Ferland,Alicia Silverstone,Jeremy London,J.T. Walsh,Nicky Katt,Lee Garlington
9382,Herbert Ross,Whoopi Goldberg,Mary-Louise Parker,Drew Barrymore,Matthew McConaughey,James Remar
6715,Peter Horton,Brad Renfro,Joseph Mazzello,Annabella Sciorra,Nicky Katt,Diana Scarwid
18256,Stuart Gordon,Jeffrey Combs,Barbara Crampton,Jonathan Fuller,Jessica Dollarhide,Massimo Sarchielli
22625,Pat O'Connor,Chris O'Donnell,Minnie Driver,Geraldine O'Rawe,Saffron Burrows,Alan Cumming
2292,Kevin Smith,Brian O'Halloran,Jeff Anderson,Jason Mewes,Kevin Smith,Lisa Spoonhauer
1909,Jeremy Leven,Johnny Depp,Marlon Brando,Faye Dunaway,Géraldine Pailhas,Bob Dishy
8984,Barry Levinson,Michael Douglas,Demi Moore,Donald Sutherland,Dylan Baker,Jacqueline Kim
61813,René Bonnière,Patsy Kensit,Bruce Greenwood,Andrew McCarthy,Denise Crosby,Armin Shimerman
4954,John Badham,Wesley Snipes,Gary Busey,Yancy Butler,Michael Jeter,Corin Nemec
62488,Jack Baran,Dylan McDermott,Nancy Travis,James Le Gros,Quentin Tarantino,Jim Belushi
10531,Roman Polanski,Sigourney Weaver,Ben Kingsley,Stuart Wilson,Krystia Mova,Jonathan Vega
11929,Taylor Hackford,Kathy Bates,Jennifer Jason Leigh,Judy Parfitt,Christopher Plummer,David Strathairn
8467,Bobby Farrelly,Jim Carrey,Jeff Daniels,Lauren Holly,Teri Garr,Mike Starr
10451,Ang Lee,Sihung Lung,Yu-Wen Wang,Jacklyn Wu ,Yang Kuei-Mei,Winston Chao
20156,Atom Egoyan,Bruce Greenwood,Mia Kirshner,Elias Koteas,Don McKellar,Sarah Polley
18395,Garry Marshall,Dana Delany,Paul Mercurio,Rosie O'Donnell,Dan Aykroyd,Héctor Elizondo
522,Tim Burton,Johnny Depp,Martin Landau,Sarah Jessica Parker,Patricia Arquette,Jeffrey Jones
397,Lawrence Kasdan,Meg Ryan,Kevin Kline,Timothy Hutton,Jean Reno,Adam Brooks
10525,Billy Crystal,Billy Crystal,Debra Winger,Joe Mantegna,Cynthia Stevenson,Richard Masur
27985,Phillip Borsos,Mimi Rogers,Jesse Bradford,Bruce Davison,Tom Bower,Joel Palmer
15789,Paul Brizzi,Bill Farmer,Jason Marsden,Rob Paulsen,Jim Cummings,Kellie Martin
27303,Brett Leonard,Jeff Goldblum,Christine Lahti,Alicia Silverstone,Jeremy Sisto,Alfred Molina
21183,Carlo Carlei,Samuel L. Jackson,Matthew Modine,Nancy Travis,Eric Stoltz,Max Pomeranc
10954,Gérard Corbiau,Stefano Dionisi,Enrico Lo Verso,Elsa Zylberstein,Jeroen Krabbé,Caroline Cellier
47867,Mark Lewis,Ted Manson,Afemo Omilami,,,
72031,Charles Burnett,Ice Cube,Lori Petty,Erich Anderson,Richard Anderson,Thomas Babson
14275,Steve James,William Gates,Arthur Agee,Steve James,,
1024,Peter Jackson,Melanie Lynskey,Kate Winslet,Sarah Peirse,Simon O'Connor,Diana Kent
17207,Randall Miller,Sinbad,Phil Hartman,Jeffrey Jones,Kim Greist,Mason Adams
13701,Bernard Rose,Gary Oldman,Jeroen Krabbé,Isabella Rossellini,Johanna ter Steege,Marco Hofschneider
14819,Steven Brill,Ben Stiller,Aaron Schwartz,Kenan Thompson,Jerry Stiller,Anne Meara
32631,J. F. Lawton,Christopher Lambert,John Lone,Joan Chen,Yoshio Harada,Yoko Shimada
11777,Fred Schepisi,Tim Robbins,Meg Ryan,Walter Matthau,Lou Jacobi,Stephen Fry
628,Neil Jordan,Brad Pitt,Tom Cruise,Kirsten Dunst,Antonio Banderas,Christian Slater
87729,James Ivory,Nick Nolte,Greta Scacchi,Thandie Newton,Gwyneth Paltrow,Jean-Pierre Aumont
18713,James Melkonian,John G. Brennan,Kamal Ahmed,Alan Arkin,William Hickey,Vincent Pastore
6280,Ivan Reitman,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,Frank Langella,Pamela Reed
9061,Arne Glimcher,Sean Connery,Laurence Fishburne,Blair Underwood,Kate Capshaw,Ruby Dee
37108,Michael Gottlieb,Thomas Ian Nicholas,Joss Ackland,Art Malik,Daniel Craig,Kate Winslet
6071,Barbet Schroeder,David Caruso,Samuel L. Jackson,Nicolas Cage,Helen Hunt,Kathryn Erbe
11,George Lucas,Mark Hamill,Harrison Ford,Carrie Fisher,Peter Cushing,Alec Guinness
9587,Gillian Armstrong,Winona Ryder,Gabriel Byrne,Trini Alvarado,Samantha Mathis,Kirsten Dunst
19101,Alfonso Cuarón,Liesel Matthews,Eleanor Bron,Liam Cunningham,Rusty Schwimmer,Vanessa Lee Chester
