movieId,directors,actor1,actor2,actor3,actor4,actor5
2610,Anand Tucker,Steve Martin,Claire Danes,Jason Schwartzman,Bridgette Wilson,Frances Conroy
21246,Josh Stolberg,Gregory Smith,Stephanie Sherrin,Caitlin Wachs,Nicole Richie,Julie Bowen
9729,Atom Egoyan,Kevin Bacon,Colin Firth,Alison Lohman,David Hayman,Rachel Blanchard
15276,David M. Evans,Erik von Detten,Vince Vieluf,Sarah-Jane Potts,Tony Denman,Riley Smith
191599,Nancy Stern,Oprah Winfrey,Robin Williams,,,
8066,Marc Forster,Ewan McGregor,Ryan Gosling,Naomi Watts,Kate Burton,Elizabeth Reaser
18428,Stefan C. Schaefer,Eugene Byrd,Ali Larter,Melissa Leo,Glenn Fitzgerald,William Sadler
1656,Martin Campbell,Antonio Banderas,Catherine Zeta-Jones,Adrián Alonso Barona,Julio Oscar Mechoso,Nick Chinlund
182097,Doron Eran,Razia Israeli,Meital Dohan,Amos Lavi,Orli Perl,
41566,Greg Whiteley,Arthur Kane,Nina Antonia,Clem Burke,David Johansen,Leee Black Childers
6963,Gore Verbinski,Nicolas Cage,Michael Caine,Hope Davis,Gemmenne de la Peña,Nicholas Hoult
215,Darren Lynn Bousman,Tobin Bell,Shawnee Smith,Donnie Wahlberg,Franky G,Glenn Plummer
2313,Ben Younger,Uma Thurman,Bryan Greenberg,Meryl Streep,Annie Parisse,Zak Orth
45967,Akira Kurosawa,Isao Numasaki,Chieko Nakakita,Atsushi Watanabe,Zeko Nakamura,Ichiro Namiki
37124,Frank Tashlin,Tony Randall,Jayne Mansfield,Joan Blondell,Betsy Drake,John Williams
16729,Sergio Castellitto,Sergio Castellitto,Claudia Gerini,Penélope Cruz,Angela Finocchiaro,Lina Bernardi
31718,Bill Melendez,Duncan Watson,Greg Felton,Stuart Brotman,Gail Davis,
226594,Bille August,Maria Bonnevie,Ulf Friberg,Pernilla August,Lena Endre,Sven-Bertil Taube
10915,Damiano Damiani,Terence Hill,Miou-Miou,Robert Charlebois,Patrick McGoohan,Raimund Harmstorf
5335,Pier Paolo Pasolini,Terence Stamp,Silvana Mangano,Massimo Girotti,Anne Wiazemsky,Andrés José Cruz Soublette
9993,Rowan Woods,Cate Blanchett,Sam Neill,Hugo Weaving,Martin Henderson,Noni Hazlehurst
8274,Steve Rash,Eugene Levy,Tad Hilgenbrink,Arielle Kebbel,Jason Earles,Crystle Lightning
25918,Mark Robson,Kirk Douglas,Marilyn Maxwell,Arthur Kennedy,Paul Stewart,Ruth Roman
29111,Jean Rollin,Marie-Pierre Castel,Mireille Dargent,Philippe Gasté,Louise Dhour,Dominique Toussaint
20128,Emir Kusturica,Slavko Štimac,Nataša Tapušković,Vesna Trivalić,Vuk Kostić,Aleksandar Berček
26845,W.S. Van Dyke,Johnny Weissmuller,Maureen O'Sullivan,Neil Hamilton,C. Aubrey Smith,Doris Lloyd
18994,Cedric Gibbons,Johnny Weissmuller,Maureen O'Sullivan,Neil Hamilton,Paul Cavanagh,Forrester Harvey
12617,David Miller,Doris Day,Rex Harrison,John Gavin,Myrna Loy,Roddy McDowall
10799,Chris Nahon,Jean Reno,Arly Jover,Jocelyn Quivrin,Laura Morante,Philippe du Janerand
42000,Takashi Miike,Ryunosuke Kamiki,Hiroyuki Miyasako,Chiaki Kuriyama,Bunta Sugawara,Kaho Minami
36102,Federico Fellini,Broderick Crawford,Giulietta Masina,Franco Fabrizi,Richard Basehart,Xenia Valderi
3554,Tony Richardson,Diana Ross,Billy Dee Williams,Anthony Perkins,Marisa Mell,Jean-Pierre Aumont
14897,Ole Christian Madsen,Signe Egholm Olsen,Claus Riis Østergaard,Thure Lindhardt,Farshad Kholghi,Thomas L. Corneliussen
1951,Lars von Trier,Bryce Dallas Howard,Isaach De Bankolé,Danny Glover,Willem Dafoe,Michaël Abiteboul
68013,Walter Lang,Alice Faye,Carmen Miranda,John Payne,Cesar Romero,Sheldon Leonard
16022,Rodrigo García,Jason Isaacs,Robin Wright,Amy Brenneman,Elpidia Carrillo,Amanda Seyfried
23196,Stephen Milburn Anderson,Glenn Plummer,Byron Minns,Lexie Bigham,Vincent Craig Dupree,LaRita Shelby
25763,Jack Smight,Jan-Michael Vincent,George Peppard,Dominique Sanda,Paul Winfield,Jackie Earle Haley
35580,Mark Robson,William Holden,Grace Kelly,Fredric March,Mickey Rooney,Robert Strauss
259,François Truffaut,Jean-Pierre Léaud,Marie-France Pisier,Claude Jade,Dani,Dorothée
34207,Fernando Eimbcke,Daniel Miranda,Diego Cataño,Danny Perea,Enrique Arreola,
32117,Nanni Moretti,Nanni Moretti,Silvio Orlando,Silvia Nono,Pietro Moretti,Agata Apicella Moretti
19354,Lotte Reiniger,Dana Dempsey,,,,
28170,Herschell Gordon Lewis,Frank Kress,Amy Farrell,Hedda Lubin,Henny Youngman,Russ Badger
10851,Guy Ritchie,Jason Statham,Ray Liotta,Vincent Pastore,André Benjamin,Mark Strong
16231,Tetsuro Takeuchi,Guitar Wolf,Bass Wolf,Drum Wolf,Masashi Endô,Kwancharu Shitichai
81220,Marc Forster,Radha Mitchell,Megan Mullally,Catherine Lloyd Burns,Jacqueline Heinze,Alan Ruck
25,Sam Mendes,Jamie Foxx,Jake Gyllenhaal,Scott MacDonald,Lucas Black,Peter Sarsgaard
105299,David Weaver,Alex Campbell,Paul Soles,Andrew Chalmers,Samantha Weinstein,Sarah Gadon
15083,Giddi Dar,Shuli Rand,Michal Bat-Sheva Rand,Shaul Mizrahi,Ilan Ganani,
9982,Mark Dindal,Zach Braff,Joan Cusack,Dan Molina,Steve Zahn,Garry Marshall
13994,John Turturro,James Gandolfini,Susan Sarandon,Kate Winslet,Steve Buscemi,Mandy Moore
73473,Gustavo Loza,Carmen Maura,,,,
12877,Shane Meadows,Paddy Considine,Gary Stretch,Toby Kebbell,Jo Hartley,Seamus O'Neill
11661,Christian Carion,Diane Kruger,Natalie Dessay,Benno Fürmann,Guillaume Canet,Gary Lewis
5620,Jesús Franco,Christopher Lee,Klaus Kinski,Herbert Lom,Maria Rohm,Soledad Miranda
23220,Terence Fisher,Peter Cushing,Martita Hunt,Yvonne Monlaur,Freda Jackson,David Peel
43440,Sam Wood,James Stewart,June Allyson,Frank Morgan,Agnes Moorehead,Bill Williams
39261,Peter Duffell,Christopher Lee,Peter Cushing,Nyree Dawn Porter,Denholm Elliott,Jon Pertwee
54801,Terence Fisher,Christopher Lee,Patrick Allen,Peter Cushing,Jane Merrow,Kenneth Cope
28667,Terence Fisher,Christopher Lee,Peter Cushing,Barbara Shelley,Michael Goodliffe,Patrick Troughton
38761,William F. Claxton,Stuart Whitman,Janet Leigh,Rory Calhoun,DeForest Kelley,Paul Fix
7974,Aki Kaurismäki,Kati Outinen,Elina Salo,Esko Nikkari,Vesa Vierikko,Reijo Taipale
60409,Mika Kaurismäki,Silu Seppälä,Marjo Leinonen,Matti Pellonpää,Vienno Saaristo,
44389,Noah Baumbach,Justine Bateman,Noah Baumbach,Peter Bogdanovich,Andrea Bowen,Dean Cameron
10060,Jim Sheridan,50 Cent,Joy Bryant,Adewale Akinnuoye-Agbaje,Omar Benson Miller,Terrence Howard
46917,Hideo Gosha,Mikijiro Hira,Gô Katô,Shima Iwashita,Kunie Tanaka,Eijirô Tôno
10033,Roger Kumble,Ryan Reynolds,Amy Smart,Anna Faris,Chris Klein,Chris Marquette
231,Stephen Gaghan,George Clooney,Matt Damon,Jeffrey Wright,Chris Cooper,Amanda Peet
59388,Aki Kaurismäki,Sakari Kuosmanen,Pirkka-Pekka Petelius,Pate Mustajärvi,Timo Eränkö,Martti Syrjä
41764,Bille August,Samuel Fröler,Pernilla August,Max von Sydow,Ghita Nørby,Lennart Hjulström
28212,Aki Kaurismäki,Matti Pellonpää,André Wilms,Kari Väänänen,Evelyne Didi,Christine Murillo
8999,Mikael Håfström,Clive Owen,Jennifer Aniston,Vincent Cassel,Melissa George,Addison Timlin
8555,Christopher Smith,Franka Potente,Vas Blackwood,Ken Campbell,Jeremy Sheffield,Paul Rattray
4348,Joe Wright,Keira Knightley,Matthew Macfadyen,Rosamund Pike,Simon Woods,Donald Sutherland
47540,Stu Pollard,Gil Bellows,Jennifer Westfeldt,Christian Kane,Kim Raver,Jamie Harrold
10064,David J. Burke,Morgan Freeman,Kevin Spacey,Justin Timberlake,LL Cool J,Dylan McDermott
125300,Roger Hedden,Campbell Scott,Moira Kelly,Michelle Durning,Eric Stoltz,Peter Riegert
9885,Greg McLean,John Jarratt,Cassandra Magrath,Kestie Morassi,Nathan Phillips,Andy McPhee
9392,Neil Marshall,Shauna Macdonald,Natalie Mendoza,Alex Reid,Saskia Mulder,MyAnna Buring
47473,Ingmar Bergman,Maj-Britt Nilsson,Birger Malmsten,Alf Kjellin,Annalisa Ericson,Georg Funkquist
20347,Takeshi Kitano,Takeshi Kitano,Kotomi Kyôno,Kayoko Kishimoto,Ren Osugi,Susumu Terajima
14837,Samuel Fuller,Barbara Stanwyck,Barry Sullivan,Dean Jagger,John Ericson,Gene Barry
674,Mike Newell,Daniel Radcliffe,Rupert Grint,Emma Watson,Ralph Fiennes,Michael Gambon
24625,Norman Jewison,Dennis Quaid,Andie MacDowell,Toni Collette,Greg Kinnear,Taylor Emerson
69,James Mangold,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Robert Patrick,Tyler Hilton
1833,Chris Columbus,Anthony Rapp,Adam Pascal,Rosario Dawson,Jesse L. Martin,Wilson Jermaine Heredia
44163,Yasujirō Ozu,Takeshi Sakamoto,Chôko Iida,Kôji Mitsui,Rieko Yagumo,Yoshiko Tsubouchi
65045,Marco Bellocchio,Sergio Castellitto,Jacqueline Lustig,Chiara Conti,Gigio Alberti,Alberto Mondini
46591,Marco Bellocchio,Lou Castel,Paola Pitagora,Marino Masé,Liliana Gerace,Stefania Troglio
6795,Jon Favreau,Jonah Bobo,Josh Hutcherson,Dax Shepard,Kristen Stewart,Tim Robbins
11421,Jean-Marc Vallée,Marc-André Grondin,Danielle Proulx,Michel Côté,Pierre-Luc Brillant,Émile Vallée
7301,Steve Buscemi,Casey Affleck,Kevin Corrigan,Liv Tyler,Mary Kay Place,Seymour Cassel
108843,Roy Rowland,Edward G. Robinson,Margaret O'Brien,James Craig,Frances Gifford,Agnes Moorehead
16156,Liam Lynch,Sarah Silverman,Brian Posehn,Laura Silverman,Bob Odenkirk,Steve Agee
24618,Scott McGehee,Richard Gere,Flora Cross,Max Minghella,Kate Bosworth,Juliette Binoche
1420,Neil Jordan,Cillian Murphy,Liam Neeson,Ruth Negga,Laurence Kinlan,Stephen Rea
9005,Harold Ramis,John Cusack,Billy Bob Thornton,Lara Phillips,Bill Noble,Brad Smith
13499,Raja Gosnell,Dennis Quaid,Rene Russo,Sean Faris,Katija Pevec,Dean Collins
17952,Ron Underwood,Usher Raymond,Chazz Palminteri,Emmanuelle Chriqui,,
7548,Laurence Dunmore,Johnny Depp,Samantha Morton,John Malkovich,Rosamund Pike,Paul Ritter
20436,Kevin Harrison,Shaun White,Hannah Teter,Shawn Farmer,Terje Haakonsen,Travis Rice
7010,Andrew V. McLaglen,Richard Burton,Roger Moore,Richard Harris,Hardy Krüger,Stewart Granger
6529,John Farrow,John Wayne,Geraldine Page,Ward Bond,Michael Pate,Rodolfo Acosta
20345,Dario Argento,Tony Musante,Suzy Kendall,Enrico Maria Salerno,Eva Renzi,Umberto Raho
15184,Mike Barker,Helen Hunt,Scarlett Johansson,Tom Wilkinson,Milena Vukotic,Stephen Campbell Moore
86666,Seijun Suzuki,Jô Shishido,Kôji Wada,Yumiko Nogawa,Satoko Kasai,Chico Roland
24223,Pantelis Voulgaris,Evi Saoulidou,Victoria Haralabidou,Andréa Ferréol,Damian Lewis,
3124,Freddie Francis,Peter Cushing,Peter Woodthorpe,Duncan Lamont,Sandor Elès,Katy Wild
8425,Bertrand Tavernier,Philippe Noiret,Jean Rochefort,Jacques Denis,Yves Afonso,Julien Bertheau
44710,Francis Palluau,Jean Dujardin,Carole Bouquet,Lorànt Deutsch,Michel Duchaussoy,Olivier Saladin
2153,Walter Hill,Ryan O'Neal,Bruce Dern,Isabelle Adjani,Ronee Blakley,Matt Clark
42489,Martin Ritt,Cicely Tyson,Paul Winfield,Kevin Hooks,Carmen Mathews,Taj Mahal
116,Woody Allen,Jonathan Rhys Meyers,Scarlett Johansson,Emily Mortimer,Brian Cox,Penelope Wilton
35124,Luis Buñuel,Francisco Rabal,Marga López,Rita Macedo,Ignacio López Tarso,Ofelia Guilmáin
43176,Merrill Pye,William Powell,Judy Garland,Lucille Ball,Fred Astaire,Lucille Bremer
5741,Russ Meyer,Lorna Maitland,Mark Bradley,James Rucker,Hal Hopper,Doc Scortt
20416,Peter Yates,Robert Shaw,Jacqueline Bisset,Nick Nolte,"Louis Gossett, Jr.",Eli Wallach
41189,Craig Lucas,Patricia Clarkson,Campbell Scott,Peter Sarsgaard,Faith Jefferies,Robin Bartlett
84090,King Vidor,Robert Donat,Rosalind Russell,Ralph Richardson,Rex Harrison,Emlyn Williams
253250,Edward Sedgwick,Red Skelton,Brian Donlevy,Arlene Dahl,George Coulouris,Lloyd Gough
67,Hany Abu-Assad,Ali Suliman,Amer Hlehel,Hiam Abbass,Ashraf Barhom,Mohammad Bustami
64972,Penelope Spheeris,Tom Arnold,Eric Gores,Linda Hamilton,Joe Mantegna,Henry Winkler
411,Andrew Adamson,William Moseley,Anna Popplewell,Skandar Keynes,Georgie Henley,Liam Neeson
254,Peter Jackson,Naomi Watts,Jack Black,Adrien Brody,Thomas Kretschmann,Colin Hanks
1904,Rob Marshall,Zhang Ziyi,Gong Li,Youki Kudoh,Tsai Chin,Suzuka Ohgo
9043,Thomas Bezucha,Claire Danes,Diane Keaton,Rachel McAdams,Dermot Mulroney,Sarah Jessica Parker
2008,Chen Kaige,Cecilia Cheung,Liu Ye,Hong Chen,Cheng Qian,Jang Dong-gun
21454,Henry Hathaway,Victor Mature,Brian Donlevy,Coleen Gray,Richard Widmark,Taylor Holmes
42687,Hy Averback,Doris Day,Terry-Thomas,Патрик О’Нил,Lola Albright,Steve Allen
27915,Carles Bosch,Maria Celeste Arraras,Fidel Castro,Bill Clinton,Guillermo Armas,
14695,Barbara Kopple,Anne Hathaway,Freddy Rodríguez,Bijou Phillips,Shiri Appleby,Joseph Gordon-Levitt
27031,Masaki Kobayashi,Toshirō Mifune,Yôko Tsukasa,Takeshi Katô,Tatsuyoshi Ehara,Etsuko Ichihara
55396,Markku Pölönen,Peter Franzén,Ville Virtanen,Risto Salmi,,
917,Mehboob Khan,Nargis,Sunil Dutt,Rajendra Kumar,Raaj Kumar,Kanhaiyalal
43322,Andrzej Wajda,Tadeusz Łomnicki,Urszula Modrzynska,Tadeusz Janczar,Roman Polanski,Zbigniew Cybulski
43118,Sergei M. Eisenstein,Nikolai Cherkasov,Serafima Birman,Pavel Kadochnikov,Mikhail Zharov,Vsevolod Pudovkin
19058,Dick Maas,James Marshall,Naomi Watts,Eric Thal,Michael Ironside,Edward Herrmann
36826,Monty Montgomery,Willem Dafoe,Robert Gordon,Marin Kanter,J. Don Ferguson,
22908,Shane Meadows,Paddy Considine,Andrew Shim,Frank Harper,Vicky McClure,Johann Myers
42234,Bruno Barreto,Sônia Braga,José Wilker,Mauro Mendonça,Nelson Xavier,Rui Rezende
9515,Richard Shepard,Pierce Brosnan,Greg Kinnear,Hope Davis,Portia Dawson,Adam Scott
16151,Sarah Watt,Mary Kostakidis,Justine Clarke,Daniela Farinacci,Robbie Hoad,William McInnes
29595,Robert Greenwald,Lee Scott,Don Hunter,Jon Hunter,Jeremy Hunter,Matt Hunter
9721,Simon Fellows,Wesley Snipes,Tamzin Outhwaite,Deobia Oparei,Georgina Rylance,Pete Lee-Wilson
20858,Hal Ashby,Jeff Bridges,Rosanna Arquette,Andy García,Alexandra Paul,Randy Brooks
35896,King Vidor,Bette Davis,Joseph Cotten,David Brian,Ruth Roman,Minor Watson
80316,Mark Robson,Judy Holliday,Jack Lemmon,Jack Carson,Kim Novak,Luella Gear
23478,Petter Næss,Josh Hartnett,Radha Mitchell,Gary Cole,Sheila Kelley,Erica Leerhsen
92272,Don Medford,Sidney Poitier,Barbara McNair,Gerald S. O'Loughlin,Sheree North,Fred Beir
84847,Mark Rydell,James Caan,Marsha Mason,Kirk Calloway,Eli Wallach,Burt Young
43812,Lloyd Bacon,Pat O’Brien,Ronald Reagan,Gale Page,Donald Crisp,Albert Bassermann
23606,Takeshi Kitano,Hiroko Oshima,Sabu Kawahara,Toshizo Fujiwara,Claude Maki,Susumu Terajima
2777,Kim Ki-duk, Lee Ji-eun,Hae-eun Lee,Ahn Jae-mo,Hyeong-gi Jeong,Son Min-seok
25651,Hong Mi-sook,Joo Jin-Mo,Jin-ah Kim,Son Min-seok,Je-rak Lee,Myeong Sun-mi
25650,Kim Ki-duk,Yang Dong-geun,Min-jung Ban,Kim Young-min,Pang Eun-jin,In-ok Lee
8290,Gérard Oury,Bourvil,Louis de Funès,Terry-Thomas,Claudio Brook,Mike Marshall
17382,Raoul Walsh,Errol Flynn,Olivia de Havilland,Arthur Kennedy,Charley Grapewin,Gene Lockhart
8053,Tommy Lee Jones,Tommy Lee Jones,Barry Pepper,Dwight Yoakam,January Jones,Melissa Leo
20003,Joseph L. Mankiewicz,Edward G. Robinson,Susan Hayward,Richard Conte,Luther Adler,Paul Valentine
43350,Charles Walters,Leslie Caron,Mel Ferrer,Jean-Pierre Aumont,Zsa Zsa Gábor,Kurt Kasznar
11466,Ulf Malmros,Tuva Novotny,Jonas Rimeika,Björn Starrin,Kjell Bergqvist,Lotta Tejle
21040,Anders Nilsson,Jakob Eklund,Samuel Fröler,Alexandra Rapaport,Marie Richardson,Per Burell
13653,Fabián Bielinsky,Ricardo Darín,Dolores Fonzi,Pablo Cedrón,Nahuel Pérez Biscayart,Jorge D'Elía
36775,Henry Levin,Dean Martin,Senta Berger,Janice Rule,Kurt Kasznar,Beverly Adams
56373,Tonino Valerii,Lee Van Cleef,Giuliano Gemma,Walter Rilla,Christa Linder,Yvonne Sanson
612,Steven Spielberg,Eric Bana,Daniel Craig,Ciarán Hinds,Mathieu Kassovitz,Hanns Zischler
9899,Susan Stroman,Matthew Broderick,Uma Thurman,Will Ferrell,Eileen Essell,Gary Beach
546,Duncan Tucker,Felicity Huffman,Kevin Zegers,Elizabeth Peña,Danny Burstein,Maurice Orozco
2800,Rob Reiner,Jennifer Aniston,Kevin Costner,Shirley MacLaine,Mark Ruffalo,Dustin Hoffman
9641,Adam Shankman,Steve Martin,Eugene Levy,Bonnie Hunt,Tom Welling,Jonathan Bennett
7552,Dean Parisot,Jim Carrey,Téa Leoni,Alec Baldwin,Richard Jenkins,Angie Harmon
9927,Barry W. Blaustein,Johnny Knoxville,Brian Cox,Katherine Heigl,Luis Ávalos,Jed Rees
9681,Lasse Hallström,Heath Ledger,Sienna Miller,Jeremy Irons,Oliver Platt,Lena Olin
10773,Stephen Frears,Judi Dench,Bob Hoskins,Will Young,Christopher Guest,Kelly Reilly
18840,James Ivory,Ralph Fiennes,Natasha Richardson,Hiroyuki Sanada,Lynn Redgrave,Vanessa Redgrave
18189,John Asher,Jenny McCarthy,Carmen Electra,Eddie Kaye Thomas,Guillermo Díaz,Kathy Griffin
4495,Víctor Erice,Fernando Fernán Gómez,Teresa Gimpera,Ana Torrent,Isabel Tellería,Laly Soldevila
22014,Mahamat-Saleh Haroun,Ahidjo Mahamat Moussa,Hamza Moctar Aguid,Zara Haroun,Hassan Boulama,Mounira Khalil
18614,Ryszard Bugajski,Krystyna Janda,Adam Ferency,Janusz Gajos,Agnieszka Holland,Bożena Dykiel
22975,Jeff Margolis,Richard Pryor,Jennifer Lee Pryor,,,
10597,Ed Bye,Harry Enfield,Kathy Burke,Rhys Ifans,James Fleet,Laura Fraser
88953,Karel Kachyňa,Jiřina Bohdalová,Radoslav Brzobohatý,Gustav Opocenský,Miroslav Holub,Lubor Tokoš
10809,Andrés Waissbluth,Néstor Cantillana,Juan Pablo Miranda,Antonella Ríos,Alejandro Trejo,
9687,Niall Johnson,Rowan Atkinson,Kristin Scott Thomas,Maggie Smith,Patrick Swayze,Tamsin Egerton
33081,Amol Palekar,Shah Rukh Khan,Rani Mukerji,Naseeruddin Shah,,
20546,Jack Gold,John Thaw,Nick Robinson,Annabelle Apsion,Thomas Orange,William Armstrong
20530,Yasujirō Ozu,Chishu Ryu,Setsuko Hara,Yumeji Tsukioka,Haruko Sugimura,Hohi Aoki
9568,Brian Yuzna,Corbin Bernsen,Linda Hoffman,Michael Stadvec,Ken Foree,Tony Noakes
43899,George Cukor,W.C. Fields,Lionel Barrymore,Maureen O'Sullivan,Madge Evans,Edna May Oliver
107667,Fernando León de Aranoa,Amparo Muñoz,Ágata Lys,Juan Luis Galiardo,Elena Anaya,
18809,Ian Fordyce,John Cleese,Tim Brooke-Taylor,Graham Chapman,Michael Palin,Gillian Lind
17835,Mick Jackson,Karen Meagher,Reece Dinsdale,David Brierly,Rita May,Jane Hazlegrove
6935,Julien Seri,Châu Belle Dinh,Williams Belle,Malik Diouf,Yann Hnautra,Guylain N'Guba-Boyeke
20641,Michael Landon Jr.,January Jones,Logan Bartholomew,Dale Midkiff,Katherine Heigl,
154105,Robert Manganelli,John Mellencamp,Terrylene,Louise Fletcher,Michael Zelniker,Billy Burke
66192,Ken Wheat,Jillian McWhirter,Pamela Adlon,Ramy Zada,Marg Helgenberger,Marc McClure
11400,Terrence Malick,Colin Farrell,Q'orianka Kilcher,Christopher Plummer,Christian Bale,August Schellenberg
37910,Makoto Shinkai,Mika Shinohara,Makoto Shinkai,Sumi Mutoh,Chihiro Suzuki,Donna Burke
90967,Milton Katselas,Candy Clark,Marjoe Gortner,Stephanie Faracy,Dixie Harris,Anne Ramsey
13669,Peter Godfrey,Barbara Stanwyck,Dennis Morgan,Sydney Greenstreet,Reginald Gardiner,S.Z. Sakall
60566,Lansing C. Holden,Randolph Scott,Helen Gahagan,Helen Mack,Nigel Bruce,Lumsden Hare
30095,Henry Cornelius,Stanley Holloway,Hermione Baddeley,Margaret Rutherford,Paul Dupuis,Raymond Huntley
16665,Alexander Mackendrick,Basil Radford,Catherine Lacey,Bruce Seton,Joan Greenwood,Wylie Watson
63395,Charles Frend,Donald Houston,Meredith Edwards,Moira Lister,Alec Guinness,Hugh Griffith
43355,William Keighley,Errol Flynn,Roger Livesey,Anthony Steel,Beatrice Campbell,Mervyn Johns
14241,George Pal,Tony Randall,John Ericson,Barbara Eden,Kevin Tate,Arthur O'Connell
79406,Kihachi Okamoto,Keiju Kobayashi,Michiyo Aratama,Yûnosuke Itô,Toshirō Mifune,Eijirô Tôno
92285,Ján Kadár,Yossi Yadin,Len Birman,Marilyn Lightstone,Jeff Lynas,Ted Allan
42269,Ettore Scola,Nino Manfredi,Vittorio Gassman,Stefano Satta Flores,Stefania Sandrelli,Giovanna Ralli
55544,F.W. Murnau,Emil Jannings,Hermann Picha,Rosa Valetti,André Mattoni,Werner Krauss
4550,Park Chan-wook,Choi Min-sik,Lee Young-ae,Kwon Yea-young,Go Soo-hee,Kim Bu-seon
36380,Olaf Lubaszenko,Cezary Pazura,Maciej Stuhr,Michał Milowicz,Bohdan Łazuka,
68646,Juliusz Machulski,Rafał Królikowski,Anna Przybylska,Piotr Fronczewski,,
16433,David Caffrey,Johnny Knoxville,Christina Applegate,Gabriel Macht,Marley Shelton,Robert Forster
30669,Joel Viertel,Kip Pardue,Tara Reid,Meredith Baxter,,
78315,Tay Garnett,Jean-Pierre Aumont,Gene Kelly,Cedric Hardwicke,Peter Lorre,Hume Cronyn
44345,Wendy Apple,Martin Scorsese,Quentin Tarantino,Jodie Foster,Steven Spielberg,James Cameron
46041,Michael Anderson,George Segal,Alec Guinness,Max von Sydow,Senta Berger,George Sanders
21735,Michael Powell,Laurence Olivier,Leslie Howard,Eric Portman,Raymond Lovell,Richard George
6934,Darrell James Roodt,Leleti Khumalo,Kenneth Khambula,Harriet Lenabe,Lihle Mvelase,Camilla Walker
174865,Arthur Hiller,Natalie Wood,Ian Bannen,Peter Falk,Dick Shawn,Lila Kedrova
34081,Matthew Bright,Michael Reilly Burke,Boti Bliss,Tracey Walter,Deborah Offner,Tom Savini
10045,Pierre Morel,David Belle,Cyril Raffaelli,Tony D'Amario,Dany Verissimo-Petit,Bibi Naceri
168705,Uwe Boll,Kristanna Loken,Ben Kingsley,Michelle Rodriguez,Michael Madsen,Matthew Davis
1690,Eli Roth,Jay Hernandez,Derek Richardson,Eythor Gudjonsson,Barbara Nedeljakova,Jana Kaderabkova
9900,Nicholaus Goossen,Linda Cardellini,Allen Covert,Peter Dante,Shirley Knight,Joel David Moore
9044,Kevin Reynolds,James Franco,Sophia Myles,Rufus Sewell,David O'Hara,Mark Strong
9918,James Gartner,Josh Lucas,Derek Luke,Jon Voight,Austin Nichols,Evan Jones
17379,Wayne Wang,Queen Latifah,LL Cool J,Timothy Hutton,Giancarlo Esposito,Alicia Witt
10982,Tony Leech,Anne Hathaway,Glenn Close,Jim Belushi,Patrick Warburton,Anthony Anderson
25608,Trish Doolan,Maria Cina,Trish Doolan,Randall Batinkoff,Denise Miller,Joe Tabbanella
834,Len Wiseman,Kate Beckinsale,Scott Speedman,Tony Curran,Shane Brolly,Derek Jacobi
25890,Albert Brooks,Albert Brooks,Amy Ryan,Sheetal Sheth,Fred Dalton Thompson,Penny Marshall
39345,Sean McNamara,Cathy Moriarty,Shelley Duvall,Teri Garr,George Hamilton,Hilary Duff
44940,Cy Endfield,Stanley Baker,Herbert Lom,Peggy Cummins,Patrick McGoohan,William Hartnell
26782,Sergei Parajanov,Ivan Mykolaichuk,Larisa Kadochnikova,Tatyana Bestayeva,Nikolay Grinko,Spartak Bagashvili
37865,Frank Darabont,Tim Matheson,Jennifer Jason Leigh,William Atherton,Hoyt Axton,
27742,Kiyoshi Kurosawa,Koji Yakusho,Jun Fubuki,Tsuyoshi Kusanagi,Hikari Ishida,Kitarô
72856,King Vidor,Daniel L. Haynes,Nina Mae McKinney,William Fountaine,Harry Gray,Fanny Belle DeKnight
4772,Roman Polanski,Donald Pleasence,Françoise Dorléac,Lionel Stander,Iain Quarrier,Jack MacGowran
14226,Yasuo Furuhata,Ken Takakura,Shinobu Terajima,Kiichi Nakai,Ken Nakamoto,Li Jia-Min
2455,François Truffaut,Fanny Ardant,Jean-Louis Trintignant,Philippe Laudenbach,Jean-Pierre Kalfon,Philippe Morier-Genoud
12701,Hugh Hudson,Al Pacino,Donald Sutherland,Nastassja Kinski,Joan Plowright,Dave King
21519,Jackie Chan,Jackie Chan,Sammo Hung,Yuen Biao,Dick Wei,Tai Bo
27622,George Cukor,Joan Crawford,Melvyn Douglas,Conrad Veidt,Osa Massen,Reginald Owen
43626,Michael Anderson,Steven Bauer,Michael York,Rod Steiger,Colleen Dewhurst,Leslie Hope
16553,Mark Levin,Josh Hutcherson,Charlie Ray,Bradley Whitford,Cynthia Nixon,Willie Garson
25652,Kim Ki-duk,Jo Jae-hyeon,Jeon Mu-song,Woo Yun-Kyeong,Ahn Jae-hong,Han Tae-il
45802,Jean Renoir,Jean Gabin,Suzy Prim,Louis Jouvet,Jany Holt,Junie Astor
39788,Juliusz Machulski,Robert Więckiewicz,Borys Szyc,Mieczyslaw Grabka,Marcin Dorociński,Jan Machulski
12517,Fabrice Du Welz,Laurent Lucas,Brigitte Lahaie,Gigi Coursigny,Jackie Berroyer,Jean-Luc Couchard
65891,Daniel Haller,Sandra Dee,Dean Stockwell,Ed Begley,Lloyd Bochner,Talia Shire
24580,Val Guest,Brian Donlevy,Richard Wordsworth,David King-Wood,Jack Warner,Margia Dean
